川杨新苑(二期) 2室2厅 92.72平米,2017.03,390,42063
香楠小区 2室2厅 85.83平米,2017.03,426,49633
绿地MTOWN 1室0厅 38平米,2017.03,203,53408
杨镇新村 2室1厅 71.62平米,2017.03,312,43564
盛大天地青春里(一期) 1室1厅 40.81平米,2017.03,138,33816
阳光花城 2室2厅 114.77平米,2017.03,680,59249
古桐公寓 1室1厅 54.08平米,2017.03,305,56398
玉兰香苑(一期) 2室2厅 94.12平米,2017.03,440,46749
川杨新苑(一期) 1室1厅 54.81平米,2017.03,303,55282
毕加索小镇(一期)(公寓) 2室2厅 93.09平米,2017.03,543,58331
益丰新村 2室1厅 72.16平米,2017.03,360,49890
东郊花园 4室3厅 318.8平米,2017.03,3350,105082
张江汤臣豪园(三期) 2室2厅 89.25平米,2017.03,775,86835
张江汤臣豪园(二期) 2室2厅 94.15平米,2017.03,679,72119
川杨新苑(一期) 1室2厅 58.97平米,2017.03,320,54265
杨镇新村 2室1厅 72.1平米,2017.03,310,42996
张江汤臣豪园(四期) 2室2厅 82.13平米,2017.03,670,81578
东郊紫园 4室2厅 309.32平米,2017.03,2400,77590
建中路171弄 2室1厅 75.68平米,2017.03,361,47701
张江汤臣豪园(二期) 3室2厅 134.65平米,2017.03,1026,76198
玉兰香苑(一期) 3室2厅 114.59平米,2017.03,540,47125
毕加索小镇(一期)(公寓) 2室1厅 60.15平米,2017.03,390,64838
张江汤臣豪园(三期) 1室2厅 60.89平米,2017.03,510,83758
华陇建中小区 2室1厅 64.17平米,2017.03,309,48154
春港丽园(公寓) 2室2厅 86.27平米,2017.03,419,48569
张江公馆 3室2厅 105.11平米,2017.03,490,46618
展想悦廷 1室1厅 53.1平米,2017.03,161.8,30471
古桐路小区 1室1厅 41.8平米,2017.03,248,59331
川杨新苑(三期) 1室2厅 57平米,2017.03,300,52632
盛大天地青春里(一期) 1室1厅 69.12平米,2017.03,219,31685
盛大天地青春里(一期) 2室1厅 70.28平米,2017.03,279,39699
益丰新村 2室1厅 75.93平米,2017.03,355,46754
东郊花园 5室3厅 318.8平米,2017.03,3000,94103
古桐路小区 2室1厅 64.88平米,2017.02,309,47627
盛大天地青春里(一期) 2室1厅 70.28平米,2017.02,270,38418
盛大天地青春里(一期) 2室1厅 81.04平米,2017.02,300,37019
城市经典(四期) 2室2厅 113.57平米,2017.02,747,65775
春港丽园(公寓) 2室2厅 77平米,2017.02,383.5,49806
盛大天地青春里(一期) 1室1厅 66.23平米,2017.02,208,31406
万科翡翠公园(商业类) 1室1厅 45.98平米,2017.02,265,57634
盛大天地青春里(一期) 2室1厅 66.86平米,2017.02,244,36495
东郊紫园 5室2厅 308.82平米,2017.02,2145,69458
毕加索小镇(一期)(公寓) 3室2厅 137.54平米,2017.02,790,57438
展想悦廷 1室1厅 52.96平米,2017.02,140,26436
毕加索小镇(二期)(公寓) 2室2厅 88.95平米,2017.02,525,59022
紫晶苑 1室1厅 56.06平米,2017.02,268,47806
盛大天地青春里(一期) 3室1厅 67平米,2017.02,264.5,39478
展想悦廷 1室1厅 52.86平米,2017.02,150,28377
展想悦廷 1室1厅 52.85平米,2017.02,150,28383
春港丽园(公寓) 2室2厅 77.3平米,2017.02,383,49548
张江汤臣豪园(三期) 2室2厅 88.83平米,2017.02,720,81054
建中路171弄 2室1厅 71.73平米,2017.02,348,48516
玉兰香苑(三期) 1室1厅 58平米,2017.02,330,56897
春港丽园(公寓) 3室1厅 77.48平米,2017.01,394,50852
阳光花城 2室2厅 112.48平米,2017.01,710,63123
川杨新苑(二期) 3室2厅 90.57平米,2017.01,390,43061
紫晶苑 2室1厅 81.46平米,2017.01,350,42966
展想悦廷 1室0厅 52.97平米,2017.01,150,28318
张江汤臣豪园(三期) 2室1厅 79.85平米,2017.01,680,85160
张江汤臣豪园(四期) 2室2厅 82.13平米,2017.01,702.5,85536
阳光花城 3室2厅 98.38平米,2017.01,610,62005
玉兰香苑(二期) 3室2厅 112.02平米,2017.01,520,46421
川杨新苑(三期) 1室2厅 57.16平米,2017.01,290,50735
盛大天地青春里(一期) 2室1厅 66.87平米,2017.01,243,36340
益丰新村 1室1厅 56.54平米,2017.01,279,49346
展想悦廷 1室1厅 57.28平米,2017.01,156,27235
城市经典二期(公寓) 4室2厅 195.12平米,2017.01,1126,57709
玉兰香苑(二期) 1室1厅 58平米,2017.01,343,59138
张江人才公寓 2室1厅 98平米,2017.01,105,10715
玉兰香苑(一期) 1室2厅 66.03平米,2017.01,317,48009
古桐四村 --室--厅 113.03平米,2013.09,268,23711
绿波城 1室2厅 59平米,2018.03,300,50848
绿波城 3室2厅 123.18平米,2018.03,515,41809
金唐公寓 2室2厅 77.08平米,2018.03,363,47094
唐人苑 2室2厅 90.91平米,2018.03,405,44550
金枫公寓 2室2厅 99.69平米,2018.03,385,38620
绿波城 1室2厅 59.07平米,2018.03,300,50788
农房唐镇壹号 2室2厅 89.33平米,2018.02,385,43099
齐爱佳苑 2室2厅 82.6平米,2018.02,370,44795
金爵别墅 4室4厅 316.27平米,2018.02,2280,72091
保集澜湾(公寓) 3室2厅 131平米,2018.02,620,47329
保利金色唐城 2室2厅 82.04平米,2018.02,480,58509
保利金爵公寓 2室2厅 88.52平米,2018.02,525,59309
金利公寓 3室2厅 121.95平米,2018.02,475,38951
鑫港苑 2室2厅 87.44平米,2018.02,290,33166
金利公寓 2室2厅 88.3平米,2018.01,371.9,42117
齐爱佳苑 1室2厅 52平米,2018.01,247,47500
绿波城 1室1厅 59.07平米,2018.01,310,52481
唐人苑 2室1厅 55.02平米,2018.01,280,50891
毕加索小镇(一期)(公寓) 2室2厅 83.45平米,2018.01,457.8,54860
保利御樽苑(公寓) 3室2厅 141.7平米,2018.01,770,54341
金唐公寓 2室2厅 89.06平米,2018.01,385,43230
瀚盛家园 2室2厅 87.3平米,2018.01,390,44674
绿波城 1室1厅 60平米,2018.01,320,53334
瀚盛家园 3室2厅 122平米,2018.01,515,42214
保利金爵公寓 2室2厅 91.5平米,2018.01,529,57815
白金瀚宫 5室3厅 377.69平米,2018.01,3000,79431
同景苑 1室1厅 52.51平米,2017.12,240,45706
金融家 3室2厅 123平米,2017.12,620,50407
保利金爵公寓 2室2厅 86.45平米,2017.12,523,60498
保利金爵公寓 2室2厅 81.37平米,2017.12,468,57516
绿城玉兰花园(二期) 3室2厅 90.11平米,2017.12,780,86561
保利御樽苑(公寓) 3室2厅 134平米,2017.12,710,52986
绿波城 1室1厅 59平米,2017.12,300,50848
农房唐镇壹号 1室2厅 64.39平米,2017.12,320,49698
创新佳苑 2室2厅 87.27平米,2017.12,400,45835
保利金爵公寓 2室2厅 91.43平米,2017.12,500,54687
虹盛小区 3室1厅 81.89平米,2017.12,251,30651
保利金爵公寓 2室2厅 91.53平米,2017.12,534,58340
保集澜湾(公寓) 3室2厅 142平米,2017.12,708,49860
绿波城 2室1厅 59.1平米,2017.12,320,54146
绿波城 2室1厅 60平米,2017.11,325,54167
金利公寓 2室2厅 87.66平米,2017.11,348,39699
创新佳苑 1室1厅 57.58平米,2017.11,309,53665
同景苑 2室1厅 80平米,2017.11,333,41625
毕加索小镇(二期)(公寓) 3室2厅 89平米,2017.11,560,62922
保利金爵公寓 3室2厅 108平米,2017.11,645,59723
保利金爵公寓 3室2厅 85.92平米,2017.11,520,60522
绿波城 2室2厅 86.74平米,2017.11,385,44386
虹盛小区 2室1厅 69.72平米,2017.11,238,34137
白金瀚宫 5室3厅 377.44平米,2017.11,2750,72860
毕加索小镇(一期)(公寓) 2室2厅 59.87平米,2017.11,385,64306
龙东大道5401弄 2室2厅 73.05平米,2017.11,247,33813
龙东大道5401弄 2室2厅 73.05平米,2017.11,247,33813
唐人苑 2室2厅 91.81平米,2017.11,400,43569
同馨苑 2室1厅 80平米,2017.11,344,43000
毕加索小镇(一期)(公寓) 2室2厅 93.89平米,2017.11,490,52189
仁恒东郊花园 2室2厅 93平米,2017.10,685,73656
东唐苑 2室2厅 73.83平米,2017.10,380,51470
农房唐镇壹号 2室2厅 89.18平米,2017.10,442,49563
齐爱佳苑 2室1厅 50平米,2017.10,340,68000
保利金色唐城 2室2厅 82平米,2017.10,470,57318
唐人苑 2室2厅 86.3平米,2017.10,392,45423
瀚盛家园 2室1厅 89.08平米,2017.10,392,44006
绿波城 3室2厅 125.66平米,2017.10,525,41780
绿波城 2室2厅 87.09平米,2017.10,383,43978
齐爱佳苑 2室2厅 82平米,2017.10,410,50000
华昌小区 1室1厅 51.81平米,2017.10,206,39761
金唐公寓 1室1厅 60.59平米,2017.10,285,47038
棕榈泉花园 4室2厅 281.66平米,2017.10,2515,89293
保利御樽苑(公寓) 3室2厅 134.45平米,2017.10,715,53180
齐爱佳苑 2室1厅 52.38平米,2017.09,270,51547
保利金爵公寓 2室2厅 90.06平米,2017.09,515,57185
金利公寓 1室1厅 54.36平米,2017.09,275,50589
创新佳苑 1室1厅 56.94平米,2017.09,278,48824
张江公馆 2室2厅 71.4平米,2017.09,358,50141
绿城玉兰花园(二期) 4室2厅 225.85平米,2017.09,1705,75493
鑫唐佳苑 2室2厅 90.32平米,2017.09,395,43734
张江公馆 3室2厅 105.39平米,2017.09,487.5,46257
保利金爵公寓 2室1厅 71平米,2017.09,398,56057
瀚盛家园 2室2厅 87平米,2017.08,385,44253
棕榈泉花园 4室3厅 281.66平米,2017.08,1830,64972
金利公寓 2室2厅 87.86平米,2017.08,407,46324
保利金爵公寓 3室2厅 107.32平米,2017.08,650,60567
绿波城 2室1厅 59平米,2017.08,270,45763
金利公寓 2室1厅 77.8平米,2017.08,350,44988
绿城玉兰花园(二期) 3室2厅 89.53平米,2017.08,770,86005
金融家 4室3厅 106.22平米,2017.08,557,52439
农房唐镇壹号 2室2厅 89平米,2017.08,442,49663
保利御樽苑(公寓) 3室2厅 135.71平米,2017.08,802,59097
农房唐镇壹号 3室2厅 110平米,2017.08,505,45910
保利金爵公寓 2室2厅 90.7平米,2017.08,475,52371
同景苑 1室1厅 59.42平米,2017.07,262,44093
毕加索小镇(一期)(公寓) 1室1厅 66平米,2017.07,416,63031
金爵别墅 4室3厅 320.99平米,2017.07,2900,90346
金融家 2室2厅 92平米,2017.07,438,47609
金融家 2室2厅 92.51平米,2017.07,440,47563
龙东大道5401弄 3室1厅 73.05平米,2017.07,250,34224
保利御樽苑(公寓) 3室2厅 134.45平米,2017.07,800,59502
同馨苑 2室2厅 87.3平米,2017.07,345.5,39577
保利金爵公寓 2室2厅 91.5平米,2017.07,540,59017
创新佳苑 2室2厅 91.62平米,2017.07,420,45842
白金瀚宫 4室2厅 440.36平米,2017.07,2800,63585
保利金色唐城 2室2厅 83.94平米,2017.07,487,58018
同馨苑 2室2厅 87.3平米,2017.07,375,42956
金融家 2室2厅 98平米,2017.06,448,45715
绿波城 2室2厅 86.78平米,2017.06,440,50703
绿波城 2室2厅 87.27平米,2017.06,420,48127
张江公馆 3室2厅 105平米,2017.06,550,52381
毕加索小镇(一期)(别墅) 5室3厅 319.57平米,2017.06,1590,49755
创新佳苑 2室2厅 76.6平米,2017.06,388,50653
保利金爵公寓 2室2厅 91.43平米,2017.06,500,54687
保利金爵公寓 2室2厅 89.58平米,2017.06,560,62514
